customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00701,Female,0,No,Yes,56,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),115.55,6483.54,No
CUST-00702,Female,0,No,No,50,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),71.6,3590.52,No
CUST-00703,Male,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,100.28,4522.15,No
CUST-00704,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),44.13,2514.07,No
CUST-00705,Male,0,Yes,Yes,39,Yes,No phone service,No,Yes,Yes,No,No,No,No,Two year,No,Mailed check,23.92,907.19,No
CUST-00706,Male,0,No,No,21,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,53.52,1046.42,No
CUST-00707,Female,1,No,No,55,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,76.64,4183.48,No
CUST-00708,Female,0,Yes,No,57,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,83.27,4738.66,Yes
CUST-00709,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,72.69,2984.2,No
CUST-00710,Female,0,Yes,Yes,70,No,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.16,4335.39,Yes
CUST-00711,Male,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),118.51,5792.63,No
CUST-00712,Female,0,No,Yes,44,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),88.23,3868.58,No
CUST-00713,Male,0,No,No,35,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.29,3972.68,No
CUST-00714,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,36.01,147.08,Yes
CUST-00715,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.95,8555.38,No
CUST-00716,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,89.71,4638.63,No
CUST-00717,Male,0,Yes,Yes,57,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),117.14,6671.98,No
CUST-00718,Female,0,Yes,Yes,58,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),79.81,4652.25,No
CUST-00719,Female,0,Yes,Yes,36,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,33.71,1195.25,Yes
CUST-00720,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),53.5,505.24,Yes
CUST-00721,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,23.41,1138.05,No
CUST-00722,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.45,1347.05,Yes
CUST-00723,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,119.84,2348.45,No
CUST-00724,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,111.42,1478.66,No
CUST-00725,Male,0,Yes,No,19,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Mailed check,109.98,2029.08,No
CUST-00726,Male,1,No,No,56,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Mailed check,18.21,1132.39,Yes
CUST-00727,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,63.96,2926.13,No
CUST-00728,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.77,5876.92,No
CUST-00729,Male,0,No,Yes,68,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.11,2879.86,Yes
CUST-00730,Female,0,No,No,57,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,60.85,3480.0,Yes
CUST-00731,Male,0,No,No,54,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),38.9,2141.11,No
CUST-00732,Male,0,No,No,37,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,88.65,3341.06,No
CUST-00733,Male,0,No,No,37,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,89.81,3315.12,No
CUST-00734,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.84,655.46,No
CUST-00735,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),66.68,2939.97,No
CUST-00736,Male,0,No,Yes,42,No,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),64.07,2639.38,No
CUST-00737,Female,0,Yes,No,1,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),97.35,80.44,Yes
CUST-00738,Male,1,Yes,No,23,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.87,1974.25,Yes
CUST-00739,Male,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),24.96,1643.01,No
CUST-00740,Female,0,No,Yes,28,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),33.41,878.31,No
CUST-00741,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.68,453.92,Yes
CUST-00742,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,116.49,4794.43,No
CUST-00743,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),82.91,4901.34,No
CUST-00744,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),55.21,1028.37,No
CUST-00745,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,40.55,2587.31,No
CUST-00746,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.84,5698.62,No
CUST-00747,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.12,4070.51,Yes
CUST-00748,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,110.71,5156.78,No
CUST-00749,Male,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),110.12,4380.2,Yes
CUST-00750,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),49.33,289.85,No
CUST-00751,Female,0,No,No,53,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,99.9,5294.51,No
CUST-00752,Male,0,Yes,No,25,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.87,1106.17,No
CUST-00753,Female,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),97.76,6381.07,No
CUST-00754,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,35.15,196.47,Yes
CUST-00755,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,53.47,3480.11,No
CUST-00756,Female,0,No,No,8,No,No,DSL,No,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,26.77,197.54,No
CUST-00757,Female,0,No,Yes,39,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,48.17,1895.88,No
CUST-00758,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),50.45,2199.58,No
CUST-00759,Male,0,No,No,5,Yes,Yes,No,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),86.21,463.63,No
CUST-00760,Male,1,No,No,4,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.96,392.5,Yes
CUST-00761,Female,0,No,Yes,1,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,77.98,88.17,No
CUST-00762,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,96.55,5447.59,No
CUST-00763,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,64.06,2820.04,No
CUST-00764,Female,0,No,Yes,65,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,82.05,5260.73,Yes
CUST-00765,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.64,72.42,Yes
CUST-00766,Male,0,No,No,22,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),71.18,1581.34,Yes
CUST-00767,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,32.39,2431.76,No
CUST-00768,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,80.32,4553.87,Yes
CUST-00769,Female,0,Yes,No,18,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,38.9,688.12,No
CUST-00770,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.01,1631.6,No
CUST-00771,Male,0,No,No,48,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,85.88,4082.13,No
CUST-00772,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.64,1972.6,No
CUST-00773,Male,0,No,No,30,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,40.76,1226.4,No
CUST-00774,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.95,5657.45,No
CUST-00775,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),104.96,1025.21,Yes
CUST-00776,Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.04,4917.42,No
CUST-00777,Male,0,Yes,No,59,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.88,4351.43,No
CUST-00778,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),57.87,2916.35,No
CUST-00779,Female,0,No,No,9,No,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,77.49,744.46,No
CUST-00780,Male,0,No,Yes,54,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.52,3597.09,Yes
CUST-00781,Male,0,No,No,62,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.15,5766.17,Yes
CUST-00782,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,42.51,432.61,Yes
CUST-00783,Female,1,Yes,No,9,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,67.59,668.21,No
CUST-00784,Female,1,Yes,No,24,Yes,No,DSL,No internet service,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),50.26,1262.72,No
CUST-00785,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,27.63,1077.18,Yes
CUST-00786,Male,0,Yes,Yes,8,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),57.42,470.87,No
CUST-00787,Male,0,No,Yes,25,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,115.22,2923.95,Yes
CUST-00788,Female,0,Yes,Yes,66,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,64.97,4267.25,No
CUST-00789,Female,1,No,No,10,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),73.65,726.57,No
CUST-00790,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,93.71,2186.75,No
CUST-00791,Female,0,No,No,59,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,118.45,6938.95,No
CUST-00792,Female,1,Yes,No,31,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.0,1877.57,Yes
CUST-00793,Male,0,Yes,No,11,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),70.8,772.1,No
CUST-00794,Female,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,116.79,671.56,No
CUST-00795,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),61.74,4384.98,Yes
CUST-00796,Male,0,No,No,32,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.61,3116.75,No
CUST-00797,Male,0,Yes,No,39,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.27,2446.63,No
CUST-00798,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.22,1979.98,Yes
CUST-00799,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),113.51,1468.78,No
CUST-00800,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,90.63,5335.35,Yes
CUST-00801,Male,0,No,No,67,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,106.08,7050.11,No
CUST-00802,Female,1,Yes,No,56,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29.84,1693.29,No
CUST-00803,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,89.9,3682.61,Yes
CUST-00804,Male,0,Yes,No,56,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),83.32,4685.71,No
CUST-00805,Female,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.37,2362.95,No
CUST-00806,Female,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,32.49,1329.08,No
CUST-00807,Female,0,Yes,Yes,67,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,No,Mailed check,60.31,4096.04,No
CUST-00808,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,81.0,2700.18,No
CUST-00809,Female,0,No,No,70,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),87.1,6208.79,No
CUST-00810,Male,0,Yes,No,11,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,29.93,309.01,No
CUST-00811,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),63.27,1680.21,Yes
CUST-00812,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,61.4,2921.33,No
CUST-00813,Male,0,No,Yes,24,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,98.2,2333.0,No
CUST-00814,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,22.2,367.55,No
CUST-00815,Female,0,Yes,No,27,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.12,2671.27,No
CUST-00816,Male,0,Yes,No,54,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.92,5318.87,No
CUST-00817,Male,0,Yes,No,55,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,89.1,4892.11,No
CUST-00818,Male,0,No,No,21,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),109.77,2274.12,No
CUST-00819,Female,0,Yes,Yes,59,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,65.45,3869.26,Yes
CUST-00820,Male,0,No,No,34,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),27.8,941.32,No
CUST-00821,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),51.81,2921.59,No
CUST-00822,Female,0,No,Yes,48,Yes,Yes,No,No,No,Yes,No internet service,No,No,One year,Yes,Mailed check,80.35,3892.88,No
CUST-00823,Female,0,No,No,54,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,50.94,2738.85,No
CUST-00824,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,82.56,1537.85,No
CUST-00825,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,22.45,9.98,Yes
CUST-00826,Female,0,Yes,No,24,Yes,Yes,No,Yes,No,No,No,No internet service,No,Two year,No,Credit card (automatic),25.17,609.43,No
CUST-00827,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),19.07,60.84,No
CUST-00828,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),117.55,751.8,No
CUST-00829,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,44.69,835.87,No
CUST-00830,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.15,4194.29,No
CUST-00831,Male,0,No,Yes,8,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,108.46,876.91,No
CUST-00832,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,34.08,2310.02,No
CUST-00833,Male,0,Yes,No,52,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),38.31,1958.27,No
CUST-00834,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,57.0,2630.47,No
CUST-00835,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),69.41,2005.89,Yes
CUST-00836,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,72.54,3311.57,Yes
CUST-00837,Male,1,Yes,No,4,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.34,233.67,Yes
CUST-00838,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),77.8,567.44,Yes
CUST-00839,Female,0,No,No,61,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,93.08,5726.94,No
CUST-00840,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.41,1526.48,Yes
CUST-00841,Male,1,Yes,No,34,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.08,780.1,No
CUST-00842,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,78.52,1531.7,No
CUST-00843,Male,0,No,No,34,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,90.69,3083.14,No
CUST-00844,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),38.47,1623.31,No
CUST-00845,Male,0,No,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),79.57,768.16,No
CUST-00846,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.3,917.45,Yes
CUST-00847,Female,0,No,No,25,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),85.82,2150.95,No
CUST-00848,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.28,4591.54,Yes
CUST-00849,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.58,2600.33,Yes
CUST-00850,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.28,7617.16,No
CUST-00851,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.27,4697.92,Yes
CUST-00852,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),93.38,337.08,Yes
CUST-00853,Male,1,Yes,No,46,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Electronic check,64.87,3045.97,No
CUST-00854,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,41.14,1506.75,No
CUST-00855,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.78,2569.52,No
CUST-00856,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,39.88,370.03,Yes
CUST-00857,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,67.67,2317.48,No
CUST-00858,Male,0,No,Yes,8,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,56.63,491.47,No
CUST-00859,Female,0,Yes,No,55,No,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,38.6,2111.56,No
CUST-00860,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),80.69,849.84,No
CUST-00861,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,118.17,6722.92,No
CUST-00862,Male,0,No,No,45,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,66.58,2993.48,No
CUST-00863,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,68.95,3483.77,No
CUST-00864,Female,0,Yes,No,64,No,No,DSL,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,56.02,3514.22,No
CUST-00865,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),41.28,60.58,No
CUST-00866,Male,0,No,No,45,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),46.82,2228.29,No
CUST-00867,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,107.33,6577.7,No
CUST-00868,Female,0,Yes,No,14,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),114.71,1656.88,Yes
CUST-00869,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.28,1501.51,No
CUST-00870,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.7,243.07,Yes
CUST-00871,Male,0,Yes,Yes,31,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,80.0,2458.14,No
CUST-00872,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),74.03,2069.4,No
CUST-00873,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.03,2581.19,No
CUST-00874,Male,0,Yes,Yes,9,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.62,935.45,Yes
